OBJECTID,GPS_YEAR,PROPERTY,HOLES,ACTIVE,ASPECT,LANDUSE,VEG_TYPE,AG_LEASE,YOUNG_EMER,INFLUENCE,DENSITY,STATUS,PDOG_CAT,CATEGORY_L,REMARKS,RELOCATION,Town,Encroaching,Acreage,ShapeSTArea,ShapeSTLength
151,2002,Zaharias/Thomas,0,active,varied,wildlife (HCA),intro range,,yes,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area,MODIFIED 12-30-02, ,1,off of property,7.78216237,338990.993652344,3119.91388401953
152,2002,Zaharias/Thomas,0,active,varied,wildlife (HCA),intro range,,yes,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,1,off of property,29.41199614,1281186.55004883,8477.61858109045
153,2002,Alexander Dawson,0,active,varied,multi-use,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02,completed,1,off of property,18.66749841,813156.231933594,6512.93928233494
154,2002,Alexander Dawson,0,active,varied,multi-use,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,2,off of property,1.57499653,68606.8474121094,1721.93110546979
155,2002,Alexander Dawson,0,active,varied, ,intro range,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,3,off of property,14.91825991,649839.402587891,3846.2255056173
156,2002,BC Land Venture,0,active,varied, ,dryland crop,,yes,,0,2002 MANAGEMENT PLAN,UND,Jointly Owned-Undetermined,jointly owned w/ Louisville, ,1,onto property,0.61695636,26874.6196289062,1670.27774674529
157,2002,Becky,0,active,varied,agricultural,irrigated grass,,yes,,0,2002 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,completed,1,none,33.77677329,1471316.24584961,5744.25972285119
158,2002,Becky,0,active,varied,agricultural,irrigated grass,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,2,none,0.74159485,32303.8720703125,1167.32004465299
159,2002,Beech,0,active,varied,wildlife (HCA),intro range,,yes,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area,MODIFIED 12-30-02, ,1,off of property,81.29795333,3541338.84521484,20149.9324440356
160,2002,Dry Cr. Corridor,0,active,varied,other,intro range,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02,no,1,off of property,0.146508,6381.88818359375,476.738613013661
161,2002,Fairgrounds,0,active,varied,recreation,grass/shrub/trees,,yes,,0,2003 MANAGEMENT PLAN,UND,Undetermined,MODIFIED 12-30-02, ,1,none,0.40405517,17600.6435546875,729.707456534107
162,2002,Gage,0,active,varied,agricultural,irrigated grass,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02,completed,1,none,0.18435674,8030.58032226562,860.75922881702
163,2002,Gage,0,active,north,agricultural,irrigated grass,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02,completed,2,none,0.00085868,37.404052734375,34.3060336758173
164,2002,Gage,0,,varied,agricultural,irrigated grass,, ,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,2,none,0.03231994,1407.857421875,187.128593586399
165,2002,Gage,0,,varied,agricultural,irrigated grass,, ,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,3,,0.43612501,18997.6052246094,853.466148362456
166,2002,Goldens,0,active,varied,multi-use,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,1,off of property,4.43209829,193062.200927734,1955.92913720717
167,2002,Goldens,0,active,varied,multi-use,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,2,off of property,1.24465684,54217.2524414062,1074.60438010084
168,2002,Hall Ranch East,0,active,north,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,1,none,1.82180513,79357.8308105469,2370.85678571936
169,2002,Hall Ranch East,0,active,north,wildlife (HCA),intro range,,yes,,0, ,UND,Undetermined, , ,1,none,0.50780116,22119.8193359375,1169.64464875169
170,2002,Hall Ranch East,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,2,none,0.27134263,11819.6857910156,598.338986654757
171,2002,Hall Ranch East,0,active,varied,wildlife (HCA),intro range,,yes,,0, ,UND,Undetermined, , ,2,none,0.03351955,1460.11206054688,217.653506112612
172,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,5.45672779,237695.064208984,2824.47510202814
173,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,8.92089569,388594.215332031,2461.84426707645
174,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,8.29187385,361194.024658203,3063.74861080371
175,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,43.55480941,1897247.49707031,6135.1617781443
176,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,25.65033671,1117328.66894531,4779.29778232841
177,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,0.55714576,24269.2700195312,849.386539515016
178,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,47.14072766,2053450.10058594,8991.47593774621
179,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,18.97973903,826757.431152344,6789.66569779862
180,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,0.99625796,43396.9948730469,1235.88653585011
181,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,3.03424788,132171.8359375,1800.0841453263
182,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,0.11324618,4933.00537109375,308.61246526885
183,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,9.9796435,434713.270019531,3382.13392039218
184,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,3.61462774,157453.186035156,1917.4165267696
185,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,0.0024413,106.343017578125,62.4170658259296
186,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,33.6441527,1465539.28979492,10890.1311289043
187,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,4.05265901,176533.827636719,2239.50543700335
188,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,3.6714331,159927.624023438,2613.11134103447
189,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.09518782,4146.38134765625,321.499008018094
190,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.46461722,20238.7250976562,820.12121800521
191,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.00263787,114.905517578125,49.1058302194472
192,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.15701034,6839.37133789062,490.099186000127
193,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.85909253,37422.0700683594,976.297385514941
194,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.00467313,203.561767578125,67.5165168836023
195,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,3.67683606,160162.98046875,2129.07164935845
196,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,20.45592233,891059.978759766,4902.63316105387
197,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.03425024,1491.94018554688,196.602927101856
198,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,27.1715958,1183594.71264648,5443.08325935863
199,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,10.80926277,470851.485351562,5179.71074970968
200,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,5.20112437,226560.976806641,2956.04340161128
201,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,0.00347077,151.18701171875,55.9779433275766
202,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,14.13314303,615639.710205078,3579.81263895737
203,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,8.65665233,377083.774902344,3537.12863974489
204,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,23.41546378,1019977.60400391,7665.55091663797
205,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,4.25760854,185461.428710938,2472.79348207583
206,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,0.01407902,613.28271484375,109.806862707434
207,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,20.19926562,879880.007324219,5919.34280495473
208,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,3.9960113,174066.255126953,1796.16473900196
209,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,2.05375298,89461.4792480469,1493.43716336154
210,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,0.00046343,20.1875,21.3513565118576
211,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,7.32160876,318929.275634766,3337.98014380493
212,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,44.61175106,1943287.87695312,6733.18581130195
213,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,1.72455628,75121.6704101562,1610.47988954394
214,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,9.56200105,416520.764892578,4371.79756212988
215,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,5.34254448,232721.235839844,2593.62155027937
216,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,13.90619486,605753.847412109,4114.9452419168
217,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,16.14641955,703338.038085938,4168.79937932002
218,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,0.01129579,492.044921875,124.054672669137
219,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,12.06293895,525461.622314453,4875.83712154054
220,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,4.74912585,206871.921875,2073.85837514707
221,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,1.9953897,86919.1750488281,1525.65501229276
222,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,3.345109,145712.948974609,1576.95378821392
223,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,3.3030368,143880.281982422,2131.06746820384
224,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,0.59862464,26076.0910644531,673.370344191418
225,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,29.98429908,1306116.06591797,5353.05568736749
226,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,4.02756191,175440.59765625,2066.15715814804
227,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,9.12101772,397311.532226562,2667.24907730326
228,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,4.43427494,193157.016357422,2652.18239078873
229,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,0.01361191,592.93505859375,105.952284787567
230,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,8.04101124,350266.450927734,3578.27668676189
231,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,5.23031286,227832.429443359,2839.267098844
232,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,1.23505681,53799.0756835938,1075.20720859376
233,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,5.97937228,260461.455810547,2927.00232240825
234,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,3.17327343,138227.790527344,1607.44542351925
235,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,0.8964829,39050.7946777344,1608.49577637249
236,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,12.84398861,559484.14453125,3644.18773554572
237,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.84181492,36669.4580078125,777.701197474629
238,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,3.59173181,156455.840820312,2469.73172373787
239,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,8.24981755,359362.052001953,2644.75650908852
240,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,1.99430872,86872.0893554688,1775.85535981926
241,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,5.97462015,260254.451904297,3237.05098229726
242,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,2.13776439,93121.0170898438,1540.28808154485
243,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,3.17649833,138368.267333984,1550.46812604935
244,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,0.76750636,33432.5776367188,744.658178368167
245,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,1.22862126,53518.7436523438,942.462652753133
246,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,5.04938695,219951.296386719,2724.73493928188
247,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs, ,,0,,0.70682532,30789.3115234375,1416.56068292479
248,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,22.01956003,959172.034667969,5460.97352655755
249,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,0.32100815,13983.1162109375,698.692395078931
250,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,6.02668687,262522.48046875,2473.96708976484
251,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,4.36869466,190300.340820312,2770.96107386885
252,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,7.99677552,348339.544189453,3375.56816871362
253,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,4.02038149,175127.817382812,2422.94296747239
254,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,2.4312771,105906.429443359,1758.46946254221
255,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,0.80055726,34872.2756347656,936.346723388484
256,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas, ,,0,,1.50768312,65674.6755371094,1458.91390711233
257,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,16.62856363,724340.230712891,5550.76536022673
258,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,6.81208694,296734.507568359,2784.87147616099
259,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,9.79800124,426800.935058594,5025.61278178651
260,1998,,0,,,,,,,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,,0,,1.99361156,86841.7199707031,2202.36202581565
261,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.10799019,4704.05322265625,290.577439093604
262,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.1938099,8442.35961914062,431.379987563745
263,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.01122238,488.84716796875,108.607370137912
264,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.35065488,15274.5263671875,767.074062819669
265,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.05859279,2552.30249023438,242.72709807156
266,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,12.91211731,562451.829833984,5194.6198376481
267,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,6.13654345,267307.832763672,3172.46817923081
268,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.03114226,1356.55712890625,181.567107646061
269,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,5.76568332,251153.165771484,3195.61486987584
270,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,30.05029055,1308990.65942383,6911.17768967432
271,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.01892102,824.19970703125,142.392997486376
272,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.59187458,25782.0559082031,1141.27952269195
273,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,1.19097418,51878.8349609375,1218.53652692881
274,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.004412,192.186767578125,76.443408227179
275,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.03768009,1641.3447265625,188.239953290081
276,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.25450754,11086.3491210938,617.139921876897
277,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.05237299,2281.36743164062,248.57897400965
278,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.02405939,1048.02709960938,148.287081140343
279,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,2.25765675,98343.5290527344,2379.34339280227
280,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.02072261,902.677001953125,143.82277157776
281,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.81811287,35636.9968261719,1579.77099931992
282,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.34007224,14813.5473632812,530.036372768507
283,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.31159084,13572.896484375,508.491354941138
284,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,1.6106057,70157.984375,1554.24688969873
285,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,2.47461978,107794.4375,1813.58853332575
286,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.03787945,1650.02880859375,250.326407542173
287,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.39378968,17153.478515625,1853.6445291199
288,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.03452564,1503.93676757812,418.450830341097
289,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,1.25475578,54657.16015625,1558.12300032989
290,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.00103197,44.95263671875,37.2178372707776
291,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.02531743,1102.82836914062,415.545997764382
292,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.00413867,180.28076171875,84.3299586532492
293,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.00148357,64.62451171875,42.9555877539126
294,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.00795168,346.375244140625,140.4621525808
295,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.05430686,2365.607421875,452.258077825075
296,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.19852023,8647.54077148438,872.11866665214
297,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.91566777,39886.4895019531,862.89035563349
298,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.11844482,5159.45703125,390.966634353899
299,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,1.16788882,50873.2385253906,1027.01611928521
300,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,13.66177733,595107.019042969,5015.73210265193
301,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.1586522,6910.88940429688,342.292988431529
302,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.37487877,16329.7189941406,818.715499916547
303,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.07814089,3403.81787109375,213.960197146623
304,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.44792814,19511.7497558594,559.446511099578
305,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.68529231,29851.3330078125,1740.81995464835
306,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.04269489,1859.78955078125,210.397756085663
307,1998,,0,,,,,,,,0, ,UND,Undetermined, ,,0,,0.0413215,1799.96484375,356.702494356921
